name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"13.073091, 121.388563",2/29/2012,86.6,77.1,81.1,97.4,77.1,85.1,74.8,81.53,0,,0,,,,,8.9,85,1009.7,60,9.3,,,,,2012-02-29T06:10:54,2012-02-29T18:03:11,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/1/2012,86.6,77.6,81.1,95.8,77.6,84.6,73,76.8,0,,0,,,,,4.5,105,1010.3,55,8.9,,,,,2012-03-01T06:10:21,2012-03-01T18:03:21,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/2/2012,86.1,77.3,80.9,96,77.3,85,74.5,81.24,0.01,,25,,,,,4.5,67.5,1009.4,47.5,9,,,,,2012-03-02T06:09:48,2012-03-02T18:03:30,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",3/3/2012,86.6,79.1,81.6,97.8,79.1,85.6,75.1,80.9,0,,0,,,,,8.9,75,1010,52.5,9,,,,,2012-03-03T06:09:14,2012-03-03T18:03:39,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/4/2012,84.3,77.6,80.2,91.6,77.6,83.3,74.1,81.95,0,,0,,,,,4.5,102.5,1010.7,85,9,,,,,2012-03-04T06:08:39,2012-03-04T18:03:48,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/5/2012,84.8,78.5,80.3,94,78.5,82.6,74.6,82.86,0,,0,,,,,6.7,100,1010.2,85,9.2,,,,,2012-03-05T06:08:04,2012-03-05T18:03:56,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/6/2012,78.9,77.3,78.1,78.9,77.3,78.1,73.7,86.29,0,,0,,,,,4.5,90,1008.9,73.3,7.7,,,,,2012-03-06T06:07:28,2012-03-06T18:04:03,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/7/2012,87.5,77.1,81.2,98.1,77.1,85.1,74.3,80.19,0,,0,,,,,6.7,90,1007.5,65,8.9,,,,,2012-03-07T06:06:52,2012-03-07T18:04:11,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/8/2012,86.3,77.3,80.3,94.4,77.3,82.4,74,81.77,0.29,,50,,,,,4.5,77.5,1008,70,8.9,,,,,2012-03-08T06:06:16,2012-03-08T18:04:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",3/9/2012,86.6,77.3,81.1,102.1,77.3,87.7,75.9,84.2,0,,0,,,,,2.2,90,1008.3,45,9,,,,,2012-03-09T06:05:39,2012-03-09T18:04:25,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/10/2012,85.4,78.5,80.9,95.8,78.5,84.9,75.1,82.73,0,,0,,,,,2.2,97.5,1009.6,62.5,9,,,,,2012-03-10T06:05:02,2012-03-10T18:04:31,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/11/2012,87,78,81.1,95.8,78,83.4,74.1,79.79,0,,0,,,,,2.2,62.5,1010.7,80,8.9,,,,,2012-03-11T06:04:24,2012-03-11T18:04:37,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/12/2012,83.4,77.6,79.7,91.2,77.6,81.7,74.8,85.22,0.04,,25,,,,,2.2,100,1011.8,95,8.4,,,,,2012-03-12T06:03:46,2012-03-12T18:04:43,0.62,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",3/13/2012,85.2,77.6,80.3,93.4,77.6,83.1,74.2,82.16,0.01,,33.33,,,,,6.7,53.3,1012.8,80,10.1,,,,,2012-03-13T06:03:08,2012-03-13T18:04:49,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",3/14/2012,84.8,77.3,80.4,93.2,77.3,82.5,74.3,81.91,0.25,,50,,,,,4.5,70,1011.9,80,8.5,,,,,2012-03-14T06:02:29,2012-03-14T18:04:54,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",3/15/2012,84.8,79.8,82.3,93.2,79.8,86.5,74.7,77.97,0,,0,,,,,4.5,90,1012.4,85,11.8,,,,,2012-03-15T06:01:51,2012-03-15T18:04:59,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/16/2012,85.7,79.4,81.5,98.6,79.4,86.3,75.9,83.17,0.05,,25,,,,,4.5,97.5,1011.6,82.5,8.7,,,,,2012-03-16T06:01:12,2012-03-16T18:05:04,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",3/17/2012,85.4,77.6,80.9,96.2,77.6,85,75.4,83.52,0,,0,,,,,6.7,77.5,1011.2,65,8.7,,,,,2012-03-17T06:00:32,2012-03-17T18:05:09,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/18/2012,84.5,78,80.9,94.9,78,85.3,75.8,84.8,0,,0,,,,,4.5,82.5,1011.3,72.5,8.7,,,,,2012-03-18T05:59:53,2012-03-18T18:05:13,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/19/2012,83.9,77.1,80.1,93.4,77.1,84.2,75.3,85.6,0,,0,,,,,4.5,135,1011.2,82.5,8.7,,,,,2012-03-19T05:59:13,2012-03-19T18:05:18,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/20/2012,82.7,75.3,78.5,90.2,75.3,80.4,73.9,86.04,2.67,,75,,,,,2.2,182.5,1010.2,100,7.8,,,,,2012-03-20T05:58:33,2012-03-20T18:05:22,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",3/21/2012,80,75.3,77.6,80,75.3,77.6,73.2,86.39,0.08,,25,,,,,2.2,143.3,1009.8,100,8.4,,,,,2012-03-21T05:57:54,2012-03-21T18:05:26,1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",3/22/2012,78.9,74.9,76.8,78.9,74.9,76.8,74.7,93.06,0.46,,75,,,,,6.7,62.5,1010.9,97.5,7,,,,,2012-03-22T05:57:14,2012-03-22T18:05:30,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",3/23/2012,80.7,78,79,87.4,78,81.2,75.9,90.61,0.45,,66.67,,,,,2.2,90,1011.6,83.3,7,,,,,2012-03-23T05:56:34,2012-03-23T18:05:34,0,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,98431099999
"13.073091, 121.388563",3/24/2012,87.9,78.9,82.1,100.4,78.9,88.4,76.6,83.85,0.04,,25,,,,,2.2,113.3,1010.9,57.5,9.3,,,,,2012-03-24T05:55:54,2012-03-24T18:05:38,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",3/25/2012,81.6,76.4,78.3,88.4,76.4,80.1,75.2,90.11,5.33,,50,,,,,2.2,75,1011.6,92.5,7.9,,,,,2012-03-25T05:55:13,2012-03-25T18:05:42,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",3/26/2012,81.8,76.2,78.4,88.8,76.2,80.2,75,89.42,0.33,,50,,,,,8.9,45,1012.6,100,8.2,,,,,2012-03-26T05:54:33,2012-03-26T18:05:46,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",3/27/2012,77.1,77.1,77.1,77.1,77.1,77.1,74,90.31,0.67,,100,,,,,6.7,40,1013.4,100,4.3,,,,,2012-03-27T05:53:53,2012-03-27T18:05:50,0.1,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",3/28/2012,79.4,77.6,78.5,79.4,77.6,78.5,75,89.03,0.02,,50,,,,,6.7,90,1014.2,100,7.5,,,,,2012-03-28T05:53:13,2012-03-28T18:05:54,0.14,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,98431099999
"13.073091, 121.388563",3/29/2012,77.1,75.5,76.4,77.1,75.5,76.4,74.7,94.34,0.82,,100,,,,,4.5,92.5,1013.7,100,6.1,,,,,2012-03-29T05:52:33,2012-03-29T18:05:57,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,98431099999
"13.073091, 121.388563",3/30/2012,84.8,76.2,79.7,95,76.2,82.3,75.4,87.01,0,,0,,,,,2.2,82.5,1012.1,55,9.2,,,,,2012-03-30T05:51:54,2012-03-30T18:06:01,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",3/31/2012,84.5,77.1,79.5,95.9,77.1,82.4,75.8,88.82,0,,0,,,,,2.2,90,1012.7,75,8.7,,,,,2012-03-31T05:51:14,2012-03-31T18:06:05,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/1/2012,86.3,78.9,81.8,100.2,78.9,88.4,76.2,83.32,0,,0,,,,,4.5,90,1013.8,60,9.2,,,,,2012-04-01T05:50:34,2012-04-01T18:06:09,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/2/2012,86.3,79.1,81.5,100.7,79.1,86.8,76.6,85.39,0,,0,,,,,6.7,80,1014.6,72.5,8.7,,,,,2012-04-02T05:49:55,2012-04-02T18:06:13,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/3/2012,85.4,79.8,81.5,96.9,79.8,87.1,76.5,85.14,0,,0,,,,,2.2,103.3,1014.2,60,9,,,,,2012-04-03T05:49:16,2012-04-03T18:06:17,0.43,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/4/2012,85.4,77.6,80.4,96.4,77.6,83.1,76,86.86,0,,0,,,,,4.5,105,1014.4,62.5,9,,,,,2012-04-04T05:48:36,2012-04-04T18:06:21,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/5/2012,85.4,77.6,80.7,97.5,77.6,83.7,75.8,85.35,0,,0,,,,,2.2,100,1013.4,50,9.8,,,,,2012-04-05T05:47:58,2012-04-05T18:06:26,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/6/2012,84.8,78.2,81,97.4,78.2,85.9,76.2,85.52,0,,0,,,,,2.2,100,1012.7,67.5,8.9,,,,,2012-04-06T05:47:19,2012-04-06T18:06:30,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/7/2012,86.3,78.2,81.9,96.9,78.2,88,75.8,82.21,0,,0,,,,,2.2,60,1012.8,67.5,9,,,,,2012-04-07T05:46:41,2012-04-07T18:06:35,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/8/2012,86.3,80,82,98.4,80,87.9,75.2,80.08,0,,0,,,,,4.5,77.5,1013.1,55,9.2,,,,,2012-04-08T05:46:03,2012-04-08T18:06:40,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/9/2012,86.3,79.8,82.1,95.9,79.8,87.8,75.9,81.79,0.09,,25,,,,,4.5,90,1013,60,8.7,,,,,2012-04-09T05:45:25,2012-04-09T18:06:44,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,98431099999
"13.073091, 121.388563",4/10/2012,87.9,78.9,82.4,102.1,78.9,88.1,76.6,83.02,0.08,,25,,,,,4.5,82.5,1013.6,70,8.7,,,,,2012-04-10T05:44:48,2012-04-10T18:06:50,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",4/11/2012,85.7,78.2,81.6,97,78.2,87.8,76.2,84,0,,0,,,,,2.2,103.3,1011.5,50,9.3,,,,,2012-04-11T05:44:11,2012-04-11T18:06:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/12/2012,88.1,77.1,81.4,105.2,77.1,87.4,77,86.81,0.61,,50,,,,,8.9,116.7,1010.6,62.5,8.5,,,,,2012-04-12T05:43:34,2012-04-12T18:07:00,0.7,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",4/13/2012,86.1,79.1,81.2,98.1,79.1,84.3,76,84.29,0,,0,,,,,4.5,130,1011.6,57.5,9.3,,,,,2012-04-13T05:42:58,2012-04-13T18:07:06,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/14/2012,86.3,78.2,82.1,99,78.2,88.9,76.6,83.67,0,,0,,,,,2.2,110,1012.1,40,9.3,,,,,2012-04-14T05:42:22,2012-04-14T18:07:12,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/15/2012,86.6,78.5,81.3,97.8,78.5,85.6,75.6,83.16,0,,0,,,,,4.5,113.3,1011.5,37.5,9,,,,,2012-04-15T05:41:47,2012-04-15T18:07:18,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/16/2012,87.5,77.1,81.4,99.9,77.1,86.1,74.8,80.7,0,,0,,,,,6.7,105,1010.5,37.5,9.3,,,,,2012-04-16T05:41:12,2012-04-16T18:07:25,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/17/2012,87.5,77.3,82,101.1,77.3,88.8,76,82.28,0,,0,,,,,4.5,100,1009.8,52.5,9,,,,,2012-04-17T05:40:38,2012-04-17T18:07:31,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/18/2012,86.6,79.1,81.7,97.8,79.1,87.2,75.5,81.79,0,,0,,,,,4.5,125,1009.9,60,9.2,,,,,2012-04-18T05:40:04,2012-04-18T18:07:38,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/19/2012,86.6,76.2,80.9,97.8,76.2,85.5,74.1,80.19,0,,0,,,,,2.2,140,1010.8,35,9.3,,,,,2012-04-19T05:39:30,2012-04-19T18:07:46,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/20/2012,88.8,77.3,82.3,102.2,77.3,88.8,74.8,78.54,0,,0,,,,,4.5,120,1010.5,42.5,9.3,,,,,2012-04-20T05:38:57,2012-04-20T18:07:53,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/21/2012,87.5,77.6,81.7,101.1,77.6,87.9,75.2,80.86,0,,0,,,,,4.5,70,1010,42.5,9.6,,,,,2012-04-21T05:38:25,2012-04-21T18:08:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/22/2012,81.8,78.2,80,88.8,78.2,83.5,74.9,84.7,1.08,,100,,,,,2.2,210,1011.9,80,8.7,,,,,2012-04-22T05:37:53,2012-04-22T18:08:09,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",4/23/2012,82.5,77.3,80.2,92,77.3,84.2,75.8,86.51,2.3,,50,,,,,2.2,112.5,1010.8,92.5,8.4,,,,,2012-04-23T05:37:22,2012-04-23T18:08:18,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,98431099999
"13.073091, 121.388563",4/24/2012,84.8,78,80.7,96.3,78,85.3,76.5,87.02,0.16,,25,,,,,2.2,135,1010.6,72.5,8.7,,,,,2012-04-24T05:36:52,2012-04-24T18:08:27,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",4/25/2012,86.1,77.3,81.4,100.4,77.3,88.1,76.3,84.86,0,,0,,,,,4.5,112.5,1010.6,47.5,9.6,,,,,2012-04-25T05:36:22,2012-04-25T18:08:36,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/26/2012,86.3,78.5,81.9,100.2,78.5,88.9,76.6,84.23,0,,0,,,,,2.2,95,1011,30,10.1,,,,,2012-04-26T05:35:53,2012-04-26T18:08:45,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/27/2012,85.4,75.5,79.7,95.5,75.5,82.3,74.7,85.16,1.51,,50,,,,,4.5,130,1010.8,75,8.1,,,,,2012-04-27T05:35:24,2012-04-27T18:08:55,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,98431099999
"13.073091, 121.388563",4/28/2012,87.9,78,82.5,103.5,78,90.4,76.6,82.61,0,,0,,,,,2.2,90,1011.3,45,9,,,,,2012-04-28T05:34:56,2012-04-28T18:09:05,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",4/29/2012,88.4,78.5,83,103,78.5,90.4,76.4,80.93,0.16,,25,,,,,4.5,140,1010.9,55,8.7,,,,,2012-04-29T05:34:29,2012-04-29T18:09:15,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",4/30/2012,89,79.1,83.5,105.2,79.1,91.5,76,78.17,0,,0,,,,,8.9,145,1009.7,50,9.3,,,,,2012-04-30T05:34:02,2012-04-30T18:09:26,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/1/2012,89,77.3,83.4,105.2,77.3,92.5,76.5,79.86,0,,0,,,,,2.2,128,1010.6,64.3,9.4,,,,,2012-05-01T05:33:36,2012-05-01T18:09:37,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/2/2012,88.4,76.7,81.4,103.5,76.7,86.9,75.7,83.12,0,,0,,,,,4.5,110,1010,72.5,8.7,,,,,2012-05-02T05:33:11,2012-05-02T18:09:49,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/3/2012,87.9,75.8,81.9,104.9,75.8,88.6,75.9,82.25,0,,0,,,,,4.5,260,1008.7,47.1,8.5,,,,,2012-05-03T05:32:47,2012-05-03T18:10:00,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/4/2012,90.6,76.7,82.2,110.8,76.7,89.1,75.9,81.61,0,,0,,,,,4.5,127.5,1008.2,61.3,9.4,,,,,2012-05-04T05:32:23,2012-05-04T18:10:13,0.48,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/5/2012,92,76.2,83.5,114.1,76.2,93.6,77.3,82.12,0,,0,,,,,2.2,162,1008.6,47.5,10.1,,,,,2012-05-05T05:32:00,2012-05-05T18:10:25,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/6/2012,90.8,77.3,84.1,108.8,77.3,94.3,78.2,83.06,0,,0,,,,,4.5,126.7,1009.1,41.3,9.3,,,,,2012-05-06T05:31:38,2012-05-06T18:10:38,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/7/2012,91.5,77.3,84.4,110.5,77.3,94.9,78.2,82.29,0,,0,,,,,4.5,152.5,1009.1,52.5,9.4,,,,,2012-05-07T05:31:17,2012-05-07T18:10:51,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/8/2012,92,77.1,84.6,111.3,77.1,95.3,78.6,83.05,0,,0,,,,,4.5,192.9,1009.3,47.5,9.2,,,,,2012-05-08T05:30:57,2012-05-08T18:11:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/9/2012,91.5,75.3,84,110.5,75.3,94.1,77.7,82.29,0,,0,,,,,4.5,228.8,1009.7,51.3,9.6,,,,,2012-05-09T05:30:37,2012-05-09T18:11:18,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/10/2012,92.4,76.7,84.9,113.6,76.7,94.9,77.2,78.62,0,,0,,,,,2.2,236.3,1009.3,45,9.2,,,,,2012-05-10T05:30:18,2012-05-10T18:11:32,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/11/2012,91.7,78.2,84.5,110.8,78.2,95.5,78.4,82.52,0,,0,,,,,4.5,163.8,1007.8,92.5,8.6,,,,,2012-05-11T05:30:00,2012-05-11T18:11:47,0.68,Overcast,Cloudy skies throughout the day.,cloudy,98431099999
"13.073091, 121.388563",5/12/2012,89.9,76.7,82.5,109.7,76.7,90.3,77.1,84.21,0.12,,16.67,,,,,4.5,120,1006.4,88.3,8.8,,,,,2012-05-12T05:29:43,2012-05-12T18:12:01,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,98431099999
"13.073091, 121.388563",5/13/2012,90.2,79.8,83.8,110.9,79.8,93.4,78,82.92,0,,0,,,,,6.7,132,1007,81.3,9.3,,,,,2012-05-13T05:29:27,2012-05-13T18:12:16,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/14/2012,90.8,78,84.1,111.1,78,95,78.2,82.87,0,,0,,,,,8.9,132,1008.3,77.5,9,,,,,2012-05-14T05:29:11,2012-05-14T18:12:32,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/15/2012,90.8,77.1,83.7,110.4,77.1,93.8,78.4,84.52,0.04,,12.5,,,,,2.2,140,1009.2,72.5,9,,,,,2012-05-15T05:28:56,2012-05-15T18:12:47,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/16/2012,89.7,77.1,83.1,107.2,77.1,91,77.5,83.62,0,,0,,,,,2.2,120,1008.8,71.3,8.9,,,,,2012-05-16T05:28:43,2012-05-16T18:13:03,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/17/2012,89.9,76.4,83.5,105.7,76.4,92.2,77.1,81.97,0,,0,,,,,2.2,90,1009,71.3,9,,,,,2012-05-17T05:28:30,2012-05-17T18:13:19,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/18/2012,89.9,77.6,84,110.7,77.6,94.2,78.5,83.93,0,,0,,,,,4.5,60,1010.2,63.8,8.8,,,,,2012-05-18T05:28:18,2012-05-18T18:13:36,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/19/2012,93.5,78.5,85.6,114.4,78.5,96.8,78.1,78.84,0,,0,,,,,4.5,120,1009.7,60,9.2,,,,,2012-05-19T05:28:07,2012-05-19T18:13:52,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/20/2012,92.4,78.2,84.4,114.3,78.2,94.6,78.2,82.31,0.02,,12.5,,,,,4.5,90,1007.8,83.8,9.2,,,,,2012-05-20T05:27:56,2012-05-20T18:14:09,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,98431099999
"13.073091, 121.388563",5/21/2012,93.5,77.1,84,116.2,77.1,93.1,77.9,82.74,0,,0,,,,,4.5,265.7,1007.1,81.3,9,,,,,2012-05-21T05:27:47,2012-05-21T18:14:26,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/22/2012,91.7,77.1,81.7,113.2,77.1,87.4,77.4,87.64,0.06,,25,,,,,4.5,266.3,1008.1,88.8,8.8,,,,,2012-05-22T05:27:38,2012-05-22T18:14:43,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,98431099999
"13.073091, 121.388563",5/23/2012,89.3,75.8,81.3,108.2,75.8,88.1,76.9,86.77,0,,0,,,,,2.2,154,1007.9,58.8,8.6,,,,,2012-05-23T05:27:30,2012-05-23T18:15:00,0.03,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/24/2012,94.4,76.7,83.4,115.7,76.7,91.6,77.4,82.99,0,,0,,,,,6.7,245,1007.7,60,8.8,,,,,2012-05-24T05:27:23,2012-05-24T18:15:18,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/25/2012,94.4,77.3,84.1,115.7,77.3,92.5,76.9,79.74,0,,0,,,,,4.5,198.8,1008.1,38.8,9,,,,,2012-05-25T05:27:17,2012-05-25T18:15:36,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/26/2012,93.3,78.5,85.8,114.9,78.5,98.4,78.7,80.12,0,,0,,,,,4.5,250,1009.2,48.6,9.5,,,,,2012-05-26T05:27:12,2012-05-26T18:15:53,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/27/2012,94.2,77.1,85.2,116.9,77.1,97.1,78.4,80.6,0,,0,,,,,4.5,276,1008.9,52.5,9.2,,,,,2012-05-27T05:27:08,2012-05-27T18:16:11,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/28/2012,92.9,78.2,85.4,115.4,78.2,97,78.4,80.21,0,,0,,,,,4.5,285,1008.5,58.8,9.3,,,,,2012-05-28T05:27:05,2012-05-28T18:16:29,0.23,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/29/2012,91.7,79.1,84.7,113.2,79.1,96.2,78.3,81.27,0,,0,,,,,2.2,266.7,1008.6,72.5,8.9,,,,,2012-05-29T05:27:02,2012-05-29T18:16:47,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
"13.073091, 121.388563",5/30/2012,89.9,79.1,84.2,106.6,79.1,94.2,77.4,80.43,0,,0,,,,,4.5,300,1007.5,87.5,8.5,,,,,2012-05-30T05:27:00,2012-05-30T18:17:05,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,98431099999
